,isbn_13,isbn_10,lta
910,9780141439600,0141439602,"['Guardian 1000 (State of the nation)', ""BBC's Big Read (Best loved novel, 2003, No 63)"", '1001 Books You Must Read Before You Die (2006 Edition)', ""Western World's Greatest Books - Project Gutenberg"", 'Easton Press: The 100 Greatest Books Ever Written (84)', 'Torchlight List (94)', ""Harold Bloom's Western Canon"", ""Reader's Digest World's Best Reading (6)"", ""Rant Lifestyle's 25 Greatest Books of All Time (5)"", 'The 100 Favorite Novels of Librarians (44)', 'AbeBooks: 50 Essential Historical Fiction Books', 'World Book Night selection (2012)', ""World's Best Reading"", ""Newark Public Library's 1904 List of a Thousand of the Best Novels"", '1000 Books to Read Before You Die (2018)']"
911,9780141439617,0141439610,"[""BBC's Big Read (Best loved novel, 2003, No 77)"", ""The Observer's 100 Greatest Novels of All Time (23)"", 'Guardian 1000 (Crime)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', ""The Telegraph's 110 Best Books: The Perfect Library (2008)"", ""Julian Symons' 100 Best Crime Stories (1860)"", ""Top 100 Crime Novels of All Time - UK Crime Writers' Association (28)"", 'The Top 100 Mystery Novels of All Time Mystery Writers of America (32)', ""Daniel S. Burt's Novel 100 (95)"", 'NPR Top 100 Killer Thrillers (56)', '501 Must-Read Books (Thrillers)', ""Western World's Greatest Books - Project Gutenberg"", ""Harold Bloom's Western Canon"", 'Haycraft Queen Cornerstones (1860)', ""Daily Telegraph's 100 Best Novels, 1899"", 'BBC Culture - The 100 Greatest British Novels (90)', ""Newark Public Library's 1904 List of a Thousand of the Best Novels"", '1898 C.K. Shorter List of Best 100 Novels', 'Harenberg Buch der 1000 Bücher', '50 Best Suspense Books of All Time', 'Audie Winner (2011|Classic, 2011)']"
912,9780141439624,0141439629,"['Guardian 1000 (Love)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'The Top Ten: Writers Pick Their Favorite Books (175|9 points)', ""Western World's Greatest Books - Project Gutenberg"", 'Easton Press: The 100 Greatest Books Ever Written (47)', ""Newark Public Library's 1904 List of a Thousand of the Best Novels"", 'The New Lifetime Reading Plan With Going Further (84.2)']"
913,9780141439631,0141439637,"['Radcliffe Publishing Course Top 100 Novels of the 20th Century (35)', ""The Observer's 100 Greatest Novels of All Time (30)"", '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Guardian 1000 (Love)', ""The Telegraph's 110 Best Books: The Perfect Library (2008)"", 'The Globe & Mail 50 Greatest Books (50)', 'Guardian Essential Library (Fiction)', ""Cyril Connolly's 100 Key Books of the Modern Movement (1881)"", ""Daniel S. Burt's Novel 100 (29)"", ""The Telegraph's 100 novels everyone should read (4)"", '501 Must-Read Books (Classic Fiction)', 'The Top Ten: Writers Pick Their Favorite Books (32|45 points)', ""Philip Ward's Lifetime Reading Plan (Year 48)"", 'Easton Press: The 100 Greatest Books Ever Written (68)', ""Western World's Greatest Books - Project Gutenberg"", ""Newark Public Library's 1904 List of a Thousand of the Best Novels"", '1000 Books to Read Before You Die (2018)', 'Harenberg Buch der 1000 Bücher', 'Greatest Books algorithm (#63)']"
914,9780141439808,0141439807,"['Guardian 1000 (Love)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', ""Harold Bloom's Western Canon"", ""Western World's Greatest Books - Project Gutenberg"", '1000 Books to Read Before You Die (2018)']"
915,9780141439822,0141439823,"['Harenberg Buch der 1000 Bücher', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'ZEIT-Bibliothek der 100 Bücher (19)', 'Bücher, die Geschichte machten', ""Philip Ward's Lifetime Reading Plan (Year 20)"", ""The Observer's 100 Greatest Novels of All Time (3)"", ""The Observer's 100 Best Novels (2)"", ""The Telegraph's 100 novels everyone should read (12)"", ""Daniel S. Burt's Novel 100 (77)"", ""BookDepository's 100 Best Books Ever"", ""1001 Children's Books You Must Read Before You Grow Up (2009.0732|2009, Ages 12↑)"", 'Геном русской души (89)', '1000 лучших произведений мировой худ. литературы в русских переводах, рекомендованных для комплектования школьной библиотеки', '1001 böcker du måste läsa innan du dör', 'BBC Culture - The 100 Greatest British Novels (27)', '100 книг, которые должен прочитать каждый по мнению Дмитрия Быкова', '501 Must-Read Books (Classic Fiction)', '1898 C.K. Shorter List of Best 100 Novels', 'Berkeley Summer Reading (2005)', 'Guardian 1000 (War and Travel)', '1000 Books to Read Before You Die (2018)', 'Les 100 livres préférés des Français (68)', 'The New Lifetime Reading Plan With Going Further (51)', '66 Bücher, von denen alle sagen, dass du sie gelesen haben musst', ""The Essential Man's Library: 50 Fictional Adventure Books"", '100 best novels written in English (002)']"
916,9780141439839,0141439831,"[""BBC's Big Read (Best loved novel, 2003, No 122)"", ""The Observer's 100 Greatest Novels of All Time (19)"", '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Guardian 1000 (State of the nation)', ""The Telegraph's 110 Best Books: The Perfect Library (2008)"", ""Daniel S. Burt's Novel 100 (24)"", 'Cheltenham Booker Prize (1847, 1997)', '501 Must-Read Books (Classic Fiction)', 'The Top Ten: Writers Pick Their Favorite Books (131|11 points)', ""Philip Ward's Lifetime Reading Plan (Year 49)"", 'Easton Press: The 100 Greatest Books Ever Written (96)', ""Western World's Greatest Books - Project Gutenberg"", ""The Observer's 100 Best Novels (14)"", '1000 лучших произведений мировой худ. литературы в русских переводах, рекомендованных для комплектования школьной библиотеки', '1001 böcker du måste läsa innan du dör', 'BBC Culture - The 100 Greatest British Novels (10)', '1898 C.K. Shorter List of Best 100 Novels', ""Newark Public Library's 1904 List of a Thousand of the Best Novels"", '1000 Books to Read Before You Die (2018)', 'Harenberg Buch der 1000 Bücher', 'The New Lifetime Reading Plan With Going Further (76)', '100 best novels written in English (014)', 'Greatest Books algorithm (#81)']"
917,9780141439907,0141439904,
918,9780141439969,0141439963,"['Guardian 1000 (State of the nation)', 'Academy Award for Writing Adapted Screenplay Nominee (1988)', 'The New Lifetime Reading Plan With Going Further (77.4)']"
919,9780141441115,0141441119,"['Guardian 1000 (Comedy)', '1001 Books You Must Read Before You Die (2006 Edition)', ""Western World's Greatest Books - Project Gutenberg""]"
920,9780141441160,014144116X,"['Waterstones Books of the Century (1997, No 39)', ""Time's All-Time 100 Novels selection"", 'James Tait Black Memorial Prize (Fiction, 1924)', ""The Modern Library's 100 Best Novels: The Board's List (025)"", 'Radcliffe Publishing Course Top 100 Novels of the 20th Century (59)', ""The Observer's 100 Greatest Novels of All Time (47)"", ""Larry McCaffery's 20th Century Greatest Hits (45)"", '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Prix Femina Vie Heureuse Anglais (1925)', 'Guardian 1000 (State of the nation)', ""Newsweek's Top 100 Books: The Meta-List (2009, No. 38)"", ""New York Public Library's Books of the Century (04|Colonialism & Its Aftermath)"", 'Academy Award for Writing Adapted Screenplay Nominee (1984)', ""Cyril Connolly's 100 Key Books of the Modern Movement (1924)"", ""Daniel S. Burt's Novel 100 (64)"", ""The Telegraph's 100 novels everyone should read (22)"", '501 Must-Read Books (Modern Fiction)', 'The Top Ten: Writers Pick Their Favorite Books (87|17 points)', ""Philip Ward's Lifetime Reading Plan (Year 27)"", ""Daily Telegraph's 100 Books of the Century, 1900-1999"", 'From Zero to Well-Read in 100 Books', 'The 100 Favorite Novels of Librarians (100)', ""The Observer's 100 Best Novels (48)"", ""Reader's Digest World's Best Reading (34)"", 'BBC Culture - The 100 Greatest British Novels (50)', 'The Great Writers Library by Marshall Cavendish Partworks Ltd', '1000 Books to Read Before You Die (2018)', 'The New Lifetime Reading Plan With Going Further (108)', 'Greatest Books algorithm (#56)']"
921,9780142000083,0142000086,"[""BBC's Big Read (Best loved novel, 2003, No 161)"", ""The Observer's 100 Greatest Novels of All Time (21)"", '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Guardian 1000 (War and travel)', '100 Essential New England Books (Boston Globe, #1)', ""Norwegian Book Clubs' top 100 books of all time"", 'Publishing Triangle 100 Best Lesbian and Gay Novels', 'The Globe & Mail 50 Greatest Books (28)', 'Fantasy: The 100 Best Books (1851)', 'Audie Winner (2006.11|Solo Narration—Male, 2006)', ""Daniel S. Burt's Novel 100 (6)"", ""The Telegraph's 100 novels everyone should read (2)"", '501 Must-Read Books (Classic Fiction)', 'The Top Ten: Writers Pick Their Favorite Books (12|88 points)', ""The Essential Man's Library: 100 Must-Read Books"", ""The Essential Man's Library: 50 Fictional Adventure Books"", ""Esquire's 75 Books Every Man Should Read"", ""Western World's Greatest Books - Project Gutenberg"", 'Library of Congress Books that Shaped America', ""Philip Ward's Lifetime Reading Plan (Year 15)"", ""The Observer's 100 Best Novels (17)"", ""Rant Lifestyle's 25 Greatest Books of All Time (2)"", 'From Zero to Well-Read in 100 Books', ""BookDepository's 100 Best Books Ever"", 'Harvard Bookstore Top 100 (58)', ""Reader's Digest World's Best Reading (39)"", '1000 лучших произведений мировой худ. литературы в русских переводах, рекомендованных для комплектования школьной библиотеки', '1001 böcker du måste läsa innan du dör', '100 лучших книг по версии журнала ""Marie Claire""', 'ZEIT-Bibliothek der 100 Bücher (50)', 'Somerset Maugham’s 10 greatest novels', '100 книг, которые должен прочитать каждый по мнению Дмитрия Быкова', 'The Great American Read (46)', '1000 Books to Read Before You Die (2018)', 'The New Lifetime Reading Plan With Going Further (83.1)', 'Harenberg Buch der 1000 Bücher', 'Les meilleurs romans écrits ou traduits en français, selon les lecteurs de Livresse', 'Best Works of Literature by Piero Scaruffi', '100 Books That Shaped World History', '100 best novels written in English (017)', 'Audie Award Finalist (Classic, 2003)', 'Greatest Books algorithm (#6)']"
922,9780142000205,0142000205,"[""Oprah's Book Club selection (2001)""]"
923,9780142000212,0142000213,
924,9780142000281,0142000280,
925,9780142000656,0142000655,"['New York Times bestseller (Fiction, 1952)', 'National Book Award finalist (1953.1|Fiction, 1953)', 'Western Heritage Award (Western Novel, 1975)', ""Oprah's Book Club selection (2003)"", 'Academy Award for Writing Adapted Screenplay Nominee (1955)', 'Guardian 1000 (Family and self)', 'The Modern Library: the 200 best novels in English since 1950 (1950s)', 'Audie Winner (2004.21|Classic, 2004)', ""BBC's Big Read (Best loved novel, 2003, No 133)"", 'The Top Ten: Writers Pick Their Favorite Books (118|13 points)', ""The Essential Man's Library: 100 Must-Read Books"", 'Harenberg Buch der 1000 Bücher', 'The 100 Favorite Novels of Librarians (63)', 'Голямото четене (9)', 'Besides the Bible: 100 Books That Have, Should, or Will Create Christian Culture', 'Список любимых книг Бориса Акунина (Зарубежная литература, 9)', 'Greatest Books algorithm (#819)', '66 Bücher, von denen alle sagen, dass du sie gelesen haben musst']"
926,9780142000687,014200068X,"['Harvard Bookstore Top 100 (50)', 'ALA Notable Books for Adults (1945)']"
927,9780142000700,0142000701,"['New York Times bestseller (General, 1962)', '501 Must-Read Books (Travel Writing)', 'AbeBooks: 50 Essential Travel Books', '1000 лучших произведений мировой худ. литературы в русских переводах, рекомендованных для комплектования школьной библиотеки', '1000 Books to Read Before You Die (2018)', '1,000 Books to Read Before You Die Page-A-Day Calendar 2021']"
928,9780142001615,0142001619,"['Amazon.com Best Books (2002)', 'YALSA Outstanding Books for the College Bound 2014 (History and Cultures)', 'Los Angeles Times Book Prize finalist (Science and Technology, 2002)', 'James Beard Foundation Award Nominee (Literary Writing About Food, Wine & Spirits, 2003)']"
929,9780142001806,0142001805,"['Alex Award (2003)', 'The IAFA William L. Crawford Fantasy Award (2002)', 'Locus Recommended Reading (First Novel, 2001)', 'School Library Journal Best Book of the Year (2002)', 'Abraham Lincoln Illinois High School Book Award Nominee (2006)', 'YALSA Outstanding Books for the College Bound 2014 (Literature and Language Arts)', 'World Book Night selection (2013)', 'Dilys Award nominee (2003)', ""NPR's Top 100 Science-Fiction, Fantasy Books (82)""]"
930,9780142002001,0142002003,['1001 Books You Must Read Before You Die (2006 Edition)']
931,9780142002261,0142002267,
932,9780142002803,0142002801,"['UK’s Most Borrowed Book of the Decade 1999-2009 (History)', '501 Must-Read Books (History)']"
933,9780142002834,0142002836,"['National Book Critics Circle Award finalist (Biography/Autobiography, 2002)', 'National Book Award finalist (2002.2|Nonfiction, 2002)']"
934,9780142002889,0142002887,['School Library Journal Best Book of the Year (2002)']
935,9780142003268,0142003263,
936,9780142003299,0142003298,
937,9780142003343,0142003344,"['Pulitzer Prize finalist (2003.6|General Non-Fiction, 2003)', 'Royal Society Prize for Science Books Shortlist (General, 2003)', 'New York Times bestseller (Nonfiction, 2002)', 'Walter P. Kistler Book Award (2005)', ""American Psychological Association's William James Book Award (2003)"", 'The Economist Best Books (2002.2)']"
938,9780142003442,0142003441,"['ALA Outstanding Books for the College Bound (2009.3|Literature & Language Arts, 2009)', 'Audie Winner (2003.06|Poetry, 2003)', 'YALSA Outstanding Books for the College Bound 2014 (Literature and Language Arts)']"
939,9780142003565,0142003565,
940,9780142003718,0142003719,"['Spur Award (Western Novel, 2004)', 'Salon Book Award (2003)']"
941,9780142003800,0142003808,"['New York Times bestseller (Fiction, 2003)', 'New York Times Best Books of the Year (2003)', 'National Book Award finalist (2003.1|Fiction, 2003)', 'Salon Book Award (2003)', '1001 Books You Must Read Before You Die (2006 Edition)']"
