,isbn_13,isbn_10,lta
3271,9780553103748,0553103741,
3272,9780553112443,0553112449,"['Boys Club of America Award (1956)', ""New York Times Best Illustrated Children's Book (1955)""]"
3273,9780553156508,0553156500,
3274,9780553157161,0553157167,
3275,9780553157277,0553157272,
3276,9780553173871,0553173871,
3277,9780553211955,0553211951,
3278,9780553212167,0553212168,"[""The Observer's 100 Greatest Novels of All Time (29)"", '1001 Books You Must Read Before You Die (2006 Edition)', 'PEN/Book-of-the-Month Club Translation Prize (1991)', 'Guardian 1000 (Family and self)', ""Norwegian Book Clubs' top 100 books of all time"", 'The Globe & Mail 50 Greatest Books (21)', ""Daniel S. Burt's Novel 100 (5)"", 'The Top Ten: Writers Pick Their Favorite Books (23|61 points)', ""The Essential Man's Library: 100 Must-Read Books"", ""Esquire's 75 Books Every Man Should Read"", ""Philip Ward's Lifetime Reading Plan (Year 3)"", ""Western World's Greatest Books - Project Gutenberg"", 'Easton Press: The 100 Greatest Books Ever Written (11)', 'Torchlight List (#155)', '25 Books Every Christian Should Read: A Guide to the Essential Spiritual Classics', 'Геном русской души (23)', 'Best Russian novels by Piero Scaruffi (1)', '100 лучших книг по версии Дистопии (11)', 'Classics Revisited', '1000 лучших произведений мировой худ. литературы в русских переводах, рекомендованных для комплектования школьной библиотеки', '1001 böcker du måste läsa innan du dör', 'Somerset Maugham’s 10 greatest novels', '1000 Books to Read Before You Die (2018)', 'The New Lifetime Reading Plan With Going Further (87.1)', 'Best Works of Literature by Piero Scaruffi', '100 Books That Shaped World History', 'Harenberg Buch der 1000 Bücher', 'Greatest Books algorithm (#13)']"
3279,9780553212419,0553212419,"[""The Telegraph's 110 Best Books: The Perfect Library (2008)""]"
3280,9780553213430,0553213431,"[""Philip Ward's Lifetime Reading Plan (Year 5)"", 'Easton Press: The 100 Greatest Books Ever Written (9)']"
3281,9780553213447,055321344X,"['National Book Award finalist (Allen Mandelbaum, Translation, 1983)', ""Prix Langlois de l'Académie française (Espinasse-Mongenet, 1933)"", 'Prix Halpérine-Kaminsky de la SGDL (Jean-Charles Vegliante, 2008)', 'A Catholic Lifetime Reading Plan (Literary Classics)', '1000 Books to Read Before You Die (2018)']"
3282,9780553213553,0553213555,
3283,9780553233506,0553233505,
3284,9780553234312,0553234315,
3285,9780553243567,055324356X,
3286,9780553248470,0553248472,
3287,9780553251616,0553251619,
3288,9780553251791,0553251791,
3289,9780553258479,0553258478,"['New York Times bestseller (Fiction, 1958)', 'National Jewish Book Award (1959)', 'Harenberg Buch der 1000 Bücher']"
3290,9780553260458,0553260456,
3291,9780553267600,0553267604,
3292,9780553268942,0553268945,
3293,9780553270624,0553270621,
3294,9780553270815,0553270818,
3295,9780553271096,0553271091,
3296,9780553271645,0553271644,
3297,9780553273861,0553273868,"['New York Times bestseller (Fiction, 1983)']"
3298,9780553273915,0553273914,"['New York Times bestseller (Fiction, 1985)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Århundrets bibliotek', 'ALA 100 Most Frequently Challenged Books of 1990-2000 (67)', ""The Guardian's Text on the Beach: 50 Best Summer Reads Ever (2009)"", 'ALA 100 Most Frequently Challenged Books of 1990-1999 (73)', 'Orange Prize for Fiction\'s ""50 Essential Reads by Contemporary Authors""', 'Torchlight List (#89)', 'Harenberg Buch der 1000 Bücher', '500 Great Books by Women (Imagined Worlds)', '50 Great Hispanic Novels Every Student Should Read (26)', 'ALA 100 Most Frequently Challenged Books of 2000-2009 (97)', 'Prix Relay des Voyageurs-Lecteurs (1984)', 'JoMA Mythic Fiction Reading List', '1001 böcker du måste läsa innan du dör', ""San Francisco Chronicle list of The 20th Century's 100 Best Fiction of the American West (32)"", 'ALA Notable Books for Adults (1985)', '1000 Books to Read Before You Die (2018)', '100 Best Books by Women Writers in Translation', 'Deutscher Hörbuchpreis for Beste Fiktion (2011)', ""Prix du Grand Roman d'evasion (1984)"", 'Die Romane des Jahrhunderts', ""Erica Jong's Top 100 20th Century Novels by Women""]"
3299,9780553274066,0553274066,
3300,9780553274912,0553274910,
3301,9780553275216,0553275216,
3302,9780553275605,0553275607,
3303,9780553275674,0553275674,
3304,9780553275780,055327578X,
3305,9780553275865,0553275860,"['Guardian 1000 (Family and self)', 'Die Romane des Jahrhunderts']"
3306,9780553276725,0553276727,
3307,9780553277876,0553277871,
3308,9780553279375,0553279378,"['New York Times bestseller (Nonfiction, 1970)', 'ALA Best Books for Young Adults (1970)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'ALA 100 Most Frequently Challenged Books of 1990-2000 (3)', 'ALA Outstanding Books for the College Bound (1999.3|Biography, 1999)', 'ALA 100 Most Frequently Challenged Books of 1990-1999 (3)', ""New York Public Library's Books of the Century (07|Women Rise)"", 'Coretta Scott King Honor (Author, 1971)', 'Guardian Essential Library (Memoir and Autobiography)', '125 Great Southern Books', '500 Great Books by Women (Growing Up)', ""BookDepository's 100 Best Books Ever"", ""Brooklyn Magazine's Literary United States (Arkansas)"", 'ALA 100 Most Frequently Challenged Books of 2000-2009 (6)', 'ALA Notable Books for Adults (1970)', 'ALA Most Frequently Challenged Books (20|1990-2004, 2006-2008, 2010, 2017)', '1000 Books to Read Before You Die (2018)', 'Uncovered Classics (1960s)', 'Audie Award Finalist (Classic, 2012)']"
3309,9780553280876,0553280872,
3310,9780553282801,0553282808,"['Publishers Weekly Bestseller (Fiction, 1988)']"
3311,9780553284119,0553284118,"['ALA Best Books for Young Adults (1990)', 'Washington Evergreen Young Adult Book Award (1992)']"
3312,9780553285727,0553285726,
3313,9780553286397,0553286390,
3314,9780553289510,0553289519,
3315,9780553290851,0553290851,
3316,9780553292787,0553292781,
3317,9780553293425,0553293427,"['Hugo Nominee (1951.12|Novel, 1951 Retro-Hugo, 2001)']"
3318,9780553295009,0553295004,"['New York Times bestseller (Fiction, 1991)']"
3319,9780553295412,0553295411,"['New York Times bestseller (Fiction, 1991)']"
3320,9780553297607,0553297600,
3321,9780553297836,055329783X,
3322,9780553299496,0553299492,"['Hugo Nominee (1984.1|Novel, 1984)', 'New York Times bestseller (Fiction, 1983)']"
3323,9780553299618,0553299611,"['New York Times bestseller (Fiction, 1991)']"
3324,9780553345841,0553345842,
3325,9780553345896,0553345893,"['New York Times bestseller (General, 1975)']"
3326,9780553346114,0553346113,
3327,9780553372120,0553372122,
3328,9780553374599,0553374591,"['British Science Fiction Association Award (Novel, 1994)']"
3329,9780553375268,0553375261,
3330,9780553375930,0553375938,"['Quill Award (Young Adult/Teen, 2005)', 'Wyoming Soaring Eagle Nominee (2006)', 'TLA Tayshas High School Reading List (2005)', 'Colorado Blue Spruce Award Nominee (2007)']"
3331,9780553377767,0553377760,
3332,9780553379334,055337933X,"['New York Times bestseller (Fiction, 2000)', 'Audie Winner (2001.26|Fiction, Unabridged, 2001)']"
3333,9780553380163,0553380168,"[""The Guardian's 100 Best Nonfiction Books of All-Time (6)"", ""BookDepository's 100 Best Books Ever"", 'Waterstones Books of the Century', 'KIB - Non Fiction books everyone should read (5)', 'New York Times bestseller (Nonfiction 1988)', 'Guardian 100 Greatest Non-Fiction (Science)', '100 Books That Shaped World History', 'Harenberg Buch der 1000 Bücher']"
3334,9780553380958,0553380958,"['Arthur C. Clarke Award Shortlist (1994)', ""Grand Prix de l'Imaginaire (Roman étranger, 1997)"", 'Premio Ignotus (novela extranjera 2001)', 'British Science Fiction Association Award Shortlist (1993.1|Novel, 1993)', 'Prometheus Award Shortlist (Novel, 1993)', ""Time's All-Time 100 Novels selection"", 'Guardian 1000 (Science Fiction & Fantasy)', 'thisrecording.com 100 Greatest Science Fiction or Fantasy Novels of All Time (96)', 'Washington State Book Award (1993)', 'The SF Book Club\'s ""The Most Significant SF & Fantasy Books of the Last 50 Years From 1953-2002"" (43)', ""Bloomsbury's 100 Must-Read Science Fiction Novels"", ""NPR's Top 100 Science-Fiction, Fantasy Books (26)""]"
3335,9780553380965,0553380966,"['Hugo (Novel, 1996)', 'Arthur C. Clarke Award Shortlist (1996)', 'John W. Campbell Memorial Award Finalist (1996)', 'Nebula Nominee (1996.1|Novel, 1996)', 'Prometheus Award Shortlist (Novel, 1996)', 'Locus (1996.1|SF Novel, 1996)', 'thisrecording.com 100 Greatest Science Fiction or Fantasy Novels of All Time (67)', 'ISFDB Top 100 Books - Critical List (9)', 'ISFDB Top 100 Books - Popular List (17)', ""NPR's Top 100 Science-Fiction, Fantasy Books (75)""]"
3336,9780553381009,0553381008,"['The Ten Greatest Books of All Time - TIME (2007)', 'The Globe & Mail 50 Greatest Books (43)', '501 Must-Read Books (Classic Fiction)', 'The Top Ten: Writers Pick Their Favorite Books (9|105 points)', ""BookDepository's 100 Best Books Ever"", '1000 Books to Read Before You Die (2018)', 'The New Lifetime Reading Plan With Going Further (101.4)', '1,000 Books to Read Before You Die Page-A-Day Calendar 2021', 'Greatest Books algorithm (#39)']"
3337,9780553381344,0553381342,"['Waterstones Books of the Century (1997, No 82)', 'Radcliffe Publishing Course Top 100 Novels of the 20th Century (65)', 'New York Times Best Books of the Year (1987)', 'National Book Critics Circle Award finalist (Fiction, 1987)', 'New York Times bestseller (Fiction, 1987)', 'Ambassador Book Award (1988.4|Fiction, 1988)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Guardian 1000 (State of the nation)', ""New York Public Library's Books of the Century (06|Popular Culture)"", ""David Charters's Top 10 Books About Bankers"", 'The Modern Library: the 200 best novels in English since 1950 (1980s)', 'Torchlight List (#58)', 'Harenberg Buch der 1000 Bücher', '100 лучших книг по версии журнала ""Marie Claire""', '1000 Books to Read Before You Die (2018)', 'Les meilleurs romans écrits ou traduits en français, selon les lecteurs de Livresse', '66 Bücher, von denen alle sagen, dass du sie gelesen haben musst']"
3338,9780553381399,0553381393,
3339,9780553381412,0553381415,"['New York Times bestseller (Advice, How-To & Miscellaneous, 1986)']"
3340,9780553381535,0553381539,"['New York Times bestseller (Fiction, 1995)', 'Audie Winner (Internet Listeners Choice - Fiction Unabridged, 1996)']"
3341,9780553381542,0553381547,"['New York Times bestseller (Fiction, 1986)', 'Academy Award for Writing Adapted Screenplay Nominee (1991)', '125 Great Southern Books', 'Georgia Top 25 Reading List (2002)', 'The 100 Favorite Novels of Librarians (23)']"
3342,9780553381696,0553381695,"['Locus (1999.2|Fantasy Novel, 1999)', 'New York Times bestseller (Fiction, 1999)', 'Nebula Nominee (1999.1|Novel, 1999)', ""SF Site Reader's Choice (#1, 1999)"", 'Premio Ignotus (novela extranjera 2004)']"
3343,9780553382044,0553382047,
3344,9780553382617,0553382616,"['New York Times bestseller (Fiction, 2002)']"
3345,9780553383041,0553383043,"['Boston Globe–Horn Book Award (1969.1|Fiction, 1969)', 'Gigamesh (Fantasía, Novela, 1984)', 'Lewis Carroll Shelf Award (1979)', 'A Horn Book Fanfare Best Book (1969)', 'ALA Popular Paperbacks for Young Adults (2003.03|Flights of Fantasy: Beyond Harry and Frodo, 2003)', 'NEA Big Read (2009)', 'Guardian 1000 (Science Fiction & Fantasy)', 'Locus 1987 Poll, All-Time Best Fantasy Novel (3)', ""1001 Children's Books You Must Read Before You Grow Up (2009.0579|2009, Ages 8↑)"", 'thisrecording.com 100 Greatest Science Fiction or Fantasy Novels of All Time (51.1)', 'Fantasy: The 100 Best Books (1968)', ""David Pringle's Modern Fantasy: The 100 Best Novels (1968)"", 'The SF Book Club\'s ""The Most Significant SF & Fantasy Books of the Last 50 Years From 1953-2002"" (5)', 'Harvard Bookstore Top 100 (37)', 'IBBY Honour Book (1980.3|Swedish Translation, 1980)', ""Library of Congress Children's Literature Center Children's Books (1968.03|Stories for Older Boys and Girls, 1968)"", '1000 Books to Read Before You Die (2018)', 'Margaret A. Edwards Award (2004)']"
3346,9780553383430,0553383434,"['British Science Fiction Association Award Shortlist (1996.1|Novel, 1996)']"
3347,9780553383447,0553383442,
3348,9780553383683,055338368X,
3349,9780553400038,0553400037,['William Hill Sports Book of the Year (1989)']
3350,9780553409024,0553409026,"['New York Times bestseller (Fiction, 1994)', 'Publishers Weekly Bestseller (Fiction, 1996)']"
3351,9780553409680,0553409689,
3352,9780553485172,0553485172,
3353,9780553485219,0553485210,
3354,9780553493849,0553493841,
3355,9780553493979,0553493973,
3356,9780553494808,0553494805,"['ALA Popular Paperbacks for Young Adults (1999.02 | Changing Dimensions, 1999)', 'Iowa Teen Award Nominee (1998-1999)']"
3357,9780553507355,0553507354,
3358,9780553560275,0553560271,
3359,9780553560688,0553560689,
3360,9780553561586,0553561588,
3361,9780553562606,0553562606,
3362,9780553562835,0553562835,"[""Fortune's 75 The Smartest Books We Know (14|Technology & Innovation)"", 'New York Times bestseller (Nonfiction, 1992)']"
3363,9780553563382,0553563386,"['New York Times bestseller (Nonfiction, 1992)']"
3364,9780553563504,0553563505,
3365,9780553563696,0553563696,
3366,9780553564938,0553564935,
3367,9780553566406,0553566407,
3368,9780553567687,0553567683,
3369,9780553569971,055356997X,"['Hugo (Related Book, 1995)', 'Locus (1995.10|Non-Fiction, 1995)']"
3370,9780553570687,0553570684,
3371,9780553571578,0553571575,
3372,9780553572490,0553572490,
3373,9780553572988,0553572989,"['Locus (1998.1|SF Novel, 1998)', 'Hugo Nominee (1998.1|Novel, 1998)', ""SF Site Reader's Choice (1998)""]"
3374,9780553573305,0553573306,"['Hugo Nominee (1996.1|Novel, 1996)', 'Locus Poll Nominee (Best SF Novel, 2nd, 1996)']"
3375,9780553574012,0553574019,"['Locus (2000.7|Collection, 2000)', 'SB&F Best Science Books for Junior High and High School Readers (2000)']"
3376,9780553574135,0553574132,"['New York Times bestseller (Fiction, 1996)']"
3377,9780553575651,0553575651,"['Locus Recommended Reading (Fantasy Novel, 2000)', ""SF Site Reader's Choice (2000)""]"
3378,9780553575958,0553575953,"['New York Times bestseller (Fiction, 1996)']"
3379,9780553576009,0553576003,"['New York Times bestseller (Fiction, 1997)']"
3380,9780553576016,0553576011,"['New York Times bestseller (Fiction, 1999)']"
3381,9780553576054,0553576054,
3382,9780553576061,0553576062,
3383,9780553576375,0553576372,"['James Tiptree, Jr. Award (1995)']"
3384,9780553578126,055357812X,
3385,9780553578683,0553578685,['Rough Guide to Crime Fiction (63)']
3386,9780553578973,0553578979,
3387,9780553580143,0553580140,"['World Fantasy Award (Collection, 2000)']"
3388,9780553580334,0553580337,"['New York Times bestseller (Fiction, 2001)', 'Prometheus Award nominee (Novel, 2002)']"
3389,9780553580518,0553580515,"['Arthur C. Clarke Award Shortlist (2002)', 'Hugo Nominee (2002.1|Novel, 2002)', 'Nebula Nominee (2001.1|Novel, 2001)', 'John W. Campbell Memorial Award Finalist (2002)', 'Locus (2002.1|SF Novel, 2002)', 'Amazon.com Best Books (2001)', 'ISFDB Top 100 Books - Critical List (52)', 'Colorado Book Award (Genre Fiction, Science Fiction, 2002)']"
3390,9780553580549,055358054X,
3391,9780553580839,0553580833,
3392,9780553581355,055358135X,"['Audie Award Finalist (Fiction, 2001)']"
3393,9780553581850,0553581856,
3394,9780553581997,0553581996,"[""Romantic Times Reviewers' Choice Award (Medieval Historical Romance, 2000)""]"
3395,9780553582000,0553582003,
3396,9780553582024,055358202X,"['Hugo Nominee (2006.1|Novel, 2006)', 'New York Times bestseller (Fiction, 2005)', 'British Fantasy Award Nominee (2006.1|August Derleth Fantasy Award, 2006)', 'Locus Recommended Reading (Fantasy Novel, 2005)', 'Locus Award Finalist (2006.2|Fantasy Novel, 2006)', ""SF Site Reader's Choice (2005)""]"
3397,9780553582956,055358295X,
3398,9780553583151,0553583158,"['Anthony Award Nominee (Novel, 2001)', 'New York Times Notable Book of the Year']"
3399,9780553583168,0553583166,
3400,9780553583175,0553583174,
3401,9780553583298,0553583298,
3402,9780553584530,0553584537,"['New York Times bestseller (Fiction, 2005)']"
3403,9780553584974,0553584979,
3404,9780553585759,0553585754,
3405,9780553585803,0553585800,"['British Science Fiction Association Award Shortlist (2004.1|Novel, 2004)', 'Locus Recommended Reading (Science Fiction Novel, 2004)', 'Locus Award Finalist (2005.1|Science Fiction Novel, 2005)']"
3406,9780553586619,0553586610,
3407,9780553587074,0553587072,
3408,9780553587159,0553587153,
3409,9780553587241,0553587242,
3410,9780553587890,0553587897,
3411,9780553588040,0553588044,"[""Romantic Times Reviewers' Choice Award (Historical Romance of the Year, 2005)""]"
3412,9780553588194,0553588192,"['Shamus Award Shortlist (Best Paperback Original, 2008)']"
3413,9780553588255,0553588257,"['Thriller Award Nominee (Novel, 2006)', 'New York Times bestseller (Fiction, 2005)', 'New Hampshire Flume Award Nominee (2007)']"
3414,9780553588262,0553588265,"['New York Times bestseller (Fiction, 2005)']"
3415,9780553589474,0553589474,"['AAR Top 100 Romances (199817|Most Recent Rank [23-way tie] 1998, 83)']"
3416,9780553763256,0553763253,"['New York Times bestseller (Nonfiction, 1984)']"
3417,9780553802023,055380202X,"['Royal Society Prize for Science Books (General, 2002)', 'New York Times bestseller (Nonfiction, 2001)', 'ALA Outstanding Books for the College Bound (2004.2|Science & Technology, 2004)', 'Royal Society Prize for Science Books Shortlist (2002)']"
3418,9780553803525,0553803522,
3419,9780553803709,0553803700,"['1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Astounding/Analog Science Fiction and Fact 1952 All-Time Poll (23)', 'Astounding/Analog Science Fiction and Fact 1956 All-Time Poll (21)', 'Harenberg Buch der 1000 Bücher (1. Ausgabe)', '501 Must-Read Books (Science Fiction)', 'Classics of Science Fiction (57)', ""Bloomsbury's 100 Must-Read Science Fiction Novels"", 'Astounding/Analog Science Fiction and Fact 1966 All-Time Poll (12)', 'The 100 Favorite Novels of Librarians (98)', ""NPR's Top 100 Science-Fiction, Fantasy Books (16)"", 'Berkeley Summer Reading (2011)']"
3420,9780553803815,0553803816,
3421,9780553804799,0553804790,"['New York Times bestseller (Fiction, 2006)']"
3422,9780553804935,0553804936,
3423,9780553813531,0553813536,"['National Book Award finalist (2003.2|Nonfiction, 2003)', 'Edgar Award (Fact Crime, 2004)', 'San Francisco Chronicle Best Book of the Year (2003)', 'Book Sense Book of the Year Honor Book (2004.6|Adult Nonfiction Honor Book, 2004)', 'Great Lakes Book Award Finalist (General Nonfiction, 2003)', 'New York Times bestseller (Nonfiction, 2003)', 'ALA Outstanding Books for the College Bound (2009.2|History & Cultures, 2009)', 'Washington State Book Award (2004)', 'Pacific Northwest Booksellers Association Award (2004)', 'International Horror Guild Award (Nonfiction, 2003)', 'Amazon.com Best Books (2003)']"
3424,9780553813951,0553813951,"['New York Times bestseller (Fiction, 2002)']"
3425,9780553815023,0553815024,"['New York Times bestseller (Fiction, 2003)']"
3426,9780553815399,0553815393,"[""Booklist Editor's Choice (Biography, 2004)"", '100 Must-Read Titles About Women’s History']"
3427,9780553816952,0553816950,['500 Great Books by Women (Families)']
3428,9780553817065,055381706X,"['RITA Award (852002|Best Romantic Suspense, 2002)', ""Romantic Times Reviewers' Choice Award (Suspense, 2001)"", 'New York Times bestseller (Fiction, 2001)', 'Penzler Pick (2001)', '50 Best Suspense Books of All Time']"
3429,9780553817072,0553817078,
3430,9780553900699,0553900692,"['James Tiptree, Jr. Award (2002)', 'Arthur C. Clarke Award Shortlist (2003)', 'British Science Fiction Association Award Shortlist (2002.1|Novel, 2002)', 'Locus Recommended Reading (Science Fiction Novel, 2002)', ""SF Site Reader's Choice (2004|2002, 2004)"", 'Guardian 1000 (Science Fiction & Fantasy)', 'Le Prix du Cafard cosmique (2005)', 'Tähtivaeltaja-palkinto (2005)']"
3431,9780553902143,0553902148,"['1001 Books You Must Read Before You Die (2006/2008/2010 Edition)', ""World's Best Reading"", '1001 böcker du måste läsa innan du dör', '1000 лучших произведений мировой худ. литературы в русских переводах, рекомендованных для комплектования школьной библиотеки', ""Newark Public Library's 1904 List of a Thousand of the Best Novels"", '1898 C.K. Shorter List of Best 100 Novels', 'NPR Top 100 Killer Thrillers (84)', ""Daniel S. Burt's Novel 100 (88)"", ""Western World's Greatest Books - Project Gutenberg""]"
3432,9780563486497,056348649X,
3433,9780563522751,0563522755,['Medieval Books by Mediavalist.net']
3434,9780567044716,0567044718,
3435,9780571084838,0571084834,"['Waterstones Books of the Century (1997, No 13)', ""Time's All-Time 100 Novels selection"", ""BBC's Big Read (Best loved novel, 2003, No 70)"", ""The Modern Library's 100 Best Novels: The Board's List (041)"", ""The Modern Library's 100 Best Novels: The Reader's List (25)"", 'Radcliffe Publishing Course Top 100 Novels of the 20th Century (8)', ""The Observer's 100 Greatest Novels of All Time (66)"", '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Guardian 1000 (Science Fiction & Fantasy)', 'ALA 100 Most Frequently Challenged Books of 1990-2000 (70)', ""Newsweek's Top 100 Books: The Meta-List (2009, No. 62)"", 'ALA 100 Most Frequently Challenged Books of 1990-1999 (68)', ""1001 Children's Books You Must Read Before You Grow Up (2009.0802|2009, Ages 12↑)"", 'The Modern Library: the 200 best novels in English since 1950 (1950s)', 'Horror: The 100 Best Books (1954)', 'Cheltenham Booker Prize (1954, 1999)', '501 Must-Read Books (Modern Fiction)', ""The Essential Man's Library: 100 Must-Read Books"", ""The Essential Man's Library: 50 Fictional Adventure Books"", 'ZEIT Literaturkanon (1950-1959)', 'Museums, Libraries, and Archives Society\'s ""30 Books Every Adult Should Read Before They Die"" (28)', 'Геном русской души (73)', ""The Observer's 100 Best Novels (74)"", '100 лучших книг по версии Дистопии (49)', '1001 böcker du måste läsa innan du dör', 'BBC Culture - The 100 Greatest British Novels (93)', 'Harenberg Buch der 1000 Bücher', 'Barnes and Noble 25 Most Terrifying Horror Books Ever', 'NPR 100 Best Horror Novels and Stories (Hell is Other People: Real World Horrors)', '1000 Books to Read Before You Die (2018)', 'The New Lifetime Reading Plan With Going Further (163.1)', 'Greatest Books algorithm (#71)']"
3436,9780571090242,0571090249,"['Somerset Maugham Award (1968)', 'Geoffrey Faber Memorial Prize (1968)', 'Best Works of Literature by Piero Scaruffi']"
3437,9780571125296,0571125298,"['Tony Award (Play, 1984)', ""New York Drama Critics' Circle Award (Play, 1983-1984)"", 'Outer Critics Circle Award (Broadway Play, 1983-1984)', 'Drama Desk Award (New Play, 1983-1984)', 'Evening Standard Best Play Award (1982)']"
3438,9780571144563,057114456X,"['Independent Foreign Fiction Prize Winner (1991)', 'New York Times bestseller (Fiction, 1991)']"
3439,9780571161157,0571161154,
3440,9780571164660,0571164668,['Independent Foreign Fiction Prize Winner (1990)']
3441,9780571169207,0571169201,
3442,9780571172481,0571172482,['Runciman Award (1999)']
3443,9780571178568,0571178561,"['New York Times bestseller (Fiction, 1960)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Image: 100 Writers of Faith', 'Besides the Bible: 100 Books That Have, Should, or Will Create Christian Culture']"
3444,9780571191031,0571191037,"['Whitbread Book of the Year (1997)', 'ALA Notable Books for Adults (1999)', 'Whitbread (Poetry, 1997)', 'WH Smith Literary Award (1998)']"
3445,9780571191635,0571191630,"['PEN/Book-of-the-Month Club Translation Prize (1996)', '100 Best Books by Women Writers in Translation']"
3446,9780571193783,0571193781,
3447,9780571197514,0571197515,
3448,9780571200610,0571200613,"[""Pushcart Editor's Choice Award (1992)""]"
3449,9780571201136,057120113X,"['Whitbread Book of the Year (1999)', 'ALA Notable Books for Adults (2001)', 'Whitbread (Poetry, 1999)', 'New York Times Best Books of the Year (Seamus Heaney translation, 2000)', ""Time Magazine's Best Books of the Year (2000.7|Fiction (4), 2000)"", 'New York Times bestseller (Fiction, 2000)', 'Amazon.com Best Books (2000)', ""Western World's Greatest Books - Project Gutenberg"", ""Harold Bloom's Western Canon"", 'From Zero to Well-Read in 100 Books', 'Classics Revisited', 'VDL Dorothy Canfield Fisher Book Award Nominee', '1000 Books to Read Before You Die (2018)', 'Greatest Books algorithm (#801)', 'Harenberg Buch der 1000 Bücher']"
3450,9780571201150,0571201156,
3451,9780571201754,057120175X,"[""Oprah's Book Club selection (1999)"", ""BBC's Big Read (Best loved novel, 2003, No 125)"", 'Book Sense Book of the Year (2000.4 | Adult Winner, 2000)', 'Pulitzer Prize finalist (1999.1|Fiction, 1999)', 'New York Times Best Books of the Year (1998)', 'PEN/Faulkner Award finalist (1999)', 'Orange Prize Shortlist (1999)', 'New York Times bestseller (Fiction, 1998)', 'Exclusive Books Boeke Prize (2000)', 'Whitcoulls top 100, 2008 (23)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Amazon.com Best Books (2000)', 'Whitcoulls top 100, 2010 (44)', 'Orange Prize for Fiction\'s ""50 Essential Reads by Contemporary Authors""', 'Torchlight List (#177b)', 'Museums, Libraries, and Archives Society\'s ""30 Books Every Adult Should Read Before They Die"" (26)', ""New York Times Book Review Editors' Choice"", 'AbeBooks: 50 Essential Historical Fiction Books', 'IPPY (Audio Fiction, Unabridged, 1999)', '1000 Books to Read Before You Die (2018)', 'Besides the Bible: 100 Books That Have, Should, or Will Create Christian Culture', 'Greatest Books algorithm (#320)', 'Reading the world in 196 books (USA)']"
3452,9780571202119,057120211X,
3453,9780571202805,0571202802,
3454,9780571203123,0571203124,
3455,9780571203154,0571203159,
3456,9780571205219,0571205216,"['10 non-fiction книг, рекомендованных журналу Slon']"
3457,9780571206926,0571206921,['Рейтинг Livelib (2001)']
3458,9780571207084,0571207081,
3459,9780571207565,0571207561,
3460,9780571207992,0571207995,"[""Governor General's Literary Award (Fiction, 1977)"", '1001 Books You Must Read Before You Die (2008/2010/2012 Edition)', 'Toronto Book Award (1978)', '501 Must-Read Books (Modern Fiction)', ""The Literary Review of Canada's 100 most important Canadian books (72)""]"
3461,9780571209057,057120905X,
3462,9780571210916,0571210910,['Truman Capote Award for Literary Criticism (2003)']
3463,9780571211500,057121150X,"['Outer Critics Circle Award (Off-Broadway Play, 2004-2005)']"
3464,9780571212927,0571212921,"['National Book Critics Circle Award (Biography/Autobiography, 1998)', 'Pulitzer Prize finalist (1999.4|Biography or Autobiography, 1999)', 'Royal Society Prize for Science Books Shortlist (General, 1999)', 'Salon Book Award (Nonfiction, 1998)', 'Academy Award for Writing Adapted Screenplay (2001)', 'Golden Globe Award for Best Screenplay (2001)', 'Writers Guild of America Award for Adapted Screenplay (2001)', 'ALA Notable Books for Adults (1999)', 'Audie Winner (2003.14|Non-Fiction, Abridged, 2003)', '1000 Books to Read Before You Die (2018)']"
3465,9780571214266,0571214266,
3466,9780571217359,0571217354,"[""The Modern Library's 100 Best Novels: The Board's List (77)"", 'Radcliffe Publishing Course Top 100 Novels of the 20th Century (44)', ""Larry McCaffery's 20th Century Greatest Hits (10)"", 'Guardian 1000 (Comedy)', 'Anthony Burgess: 99 Novels (1939)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', ""Cyril Connolly's 100 Key Books of the Modern Movement (1939)"", ""Daniel S. Burt's Novel 100 (26)"", ""Western World's Greatest Books - Project Gutenberg"", ""Philip Ward's Lifetime Reading Plan (Year 42)"", ""Prix Langlois de l'Académie française (Philippe Lavergne, 1983)"", 'Best Works of Literature by Piero Scaruffi', '1,000 Books to Read Before You Die Page-A-Day Calendar 2021']"
3467,9780571218851,0571218857,"['The Indian Fiction Top 25 (3)', ""Governor General's Literary Award Finalist (English Fiction, 1987)""]"
3468,9780571219315,0571219314,
3469,9780571219711,0571219713,
